product_id;product_name;product_class_id;product_category;product_subcategory;product_department;product_family
702;Jumbo Large Eggs;66;Eggs;Eggs;Eggs;Food
703;Jumbo Egg Substitute;66;Eggs;Eggs;Eggs;Food
704;Imagine Low Fat Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
705;Imagine Orange Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
706;Imagine Frozen Chicken Breast;100;Meat;Frozen Chicken;Frozen Foods;Food
707;Imagine Frozen Pancakes;29;Breakfast Foods;Pancakes;Frozen Foods;Food
708;Imagine Low Fat French Fries;63;Vegetables;French Fries;Frozen Foods;Food
709;Imagine Frozen Sausage Pizza;64;Pizza;Pizza;Frozen Foods;Food
710;Imagine Blueberry Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
711;Imagine Fajita French Fries;63;Vegetables;French Fries;Frozen Foods;Food
712;Imagine Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
713;Imagine Frozen Pepperoni Pizza;64;Pizza;Pizza;Frozen Foods;Food
714;Imagine Frozen Cheese Pizza;64;Pizza;Pizza;Frozen Foods;Food
715;Imagine Frozen Mushroom Pizza;64;Pizza;Pizza;Frozen Foods;Food
716;Imagine Apple Cinnamon Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
717;Imagine Frozen Carrots;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
718;Imagine Turkey TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
719;Imagine Chicken TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
720;Imagine Beef TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
721;Imagine Pancake Mix;28;Breakfast Foods;Pancake Mix;Frozen Foods;Food
722;Imagine Grape Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
723;Imagine Home Style French Fries;63;Vegetables;French Fries;Frozen Foods;Food
724;Imagine Lime Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
725;Imagine Ice Cream;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
726;Imagine Ice Cream Sandwich;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
727;Imagine Frozen Cauliflower;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
728;Imagine Frozen Broccoli;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
729;Imagine Frozen Corn;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
730;Imagine Frozen Peas;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
731;Imagine Popsicles;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
732;Imagine Frozen Chicken Thighs;100;Meat;Frozen Chicken;Frozen Foods;Food
733;Imagine Frozen Chicken Wings;100;Meat;Frozen Chicken;Frozen Foods;Food
734;Imagine Lemon Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
735;Consolidated Silky Smooth Hair Conditioner;78;Bathroom Products;Conditioner;Health and Hygiene;Non-Consumable
736;Consolidated Tartar Control Toothpaste;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
737;Consolidated Whitening Toothpast;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
738;Consolidated Toothpaste;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
739;Consolidated Deodorant;39;Hygiene;Personal Hygiene;Health and Hygiene;Non-Consumable
740;Consolidated Conditioning Shampoo;79;Bathroom Products;Shampoo;Health and Hygiene;Non-Consumable
741;Consolidated Extra Moisture Shampoo;79;Bathroom Products;Shampoo;Health and Hygiene;Non-Consumable
742;Consolidated Angled Toothbrush;88;Bathroom Products;Toothbrushes;Health and Hygiene;Non-Consumable
743;Consolidated Apricot Shampoo;79;Bathroom Products;Shampoo;Health and Hygiene;Non-Consumable
744;Consolidated Childrens Aspirin;70;Pain Relievers;Aspirin;Health and Hygiene;Non-Consumable
745;Consolidated Buffered Aspirin;70;Pain Relievers;Aspirin;Health and Hygiene;Non-Consumable
746;Consolidated 200 MG Ibuprofen;71;Pain Relievers;Ibuprofen;Health and Hygiene;Non-Consumable
747;Consolidated 200 MG Acetominifen;72;Pain Relievers;Acetominifen;Health and Hygiene;Non-Consumable
748;Consolidated HCL Nasal Spray;73;Decongestants;Nasal Sprays;Health and Hygiene;Non-Consumable
749;Consolidated Dishwasher Detergent;73;Decongestants;Nasal Sprays;Health and Hygiene;Non-Consumable
750;Consolidated Multi-Symptom Cold Remedy;75;Cold Remedies;Cold Remedies;Health and Hygiene;Non-Consumable
751;Consolidated Childrens Cold Remedy;75;Cold Remedies;Cold Remedies;Health and Hygiene;Non-Consumable
752;Consolidated Laundry Detergent;74;Bathroom Products;Mouthwash;Health and Hygiene;Non-Consumable
753;Consolidated Mint Mouthwash;74;Bathroom Products;Mouthwash;Health and Hygiene;Non-Consumable
754;Cormorant 60 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
755;Cormorant Plastic Forks;56;Plastic Products;Plastic Utensils;Household;Non-Consumable
756;Cormorant Plastic Spoons;56;Plastic Products;Plastic Utensils;Household;Non-Consumable
757;Cormorant Plastic Knives;56;Plastic Products;Plastic Utensils;Household;Non-Consumable
758;Cormorant C-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
759;Cormorant 100 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
760;Cormorant AAA-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
761;Cormorant Paper Plates;55;Paper Products;Paper Dishes;Household;Non-Consumable
762;Cormorant Paper Cups;55;Paper Products;Paper Dishes;Household;Non-Consumable
763;Cormorant 75 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
764;Cormorant Toilet Bowl Cleaner;22;Cleaning Supplies;Cleaners;Household;Non-Consumable
765;Cormorant Counter Cleaner;22;Cleaning Supplies;Cleaners;Household;Non-Consumable
766;Cormorant Glass Cleaner;22;Cleaning Supplies;Cleaners;Household;Non-Consumable
767;Cormorant 25 Watt Lightbulb;80;Electrical;Lightbulbs;Household;Non-Consumable
768;Cormorant AA-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
769;Cormorant D-Size Batteries;101;Electrical;Batteries;Household;Non-Consumable
770;Cormorant Paper Towels;18;Paper Products;Paper Wipes;Household;Non-Consumable
771;Cormorant Soft Napkins;18;Paper Products;Paper Wipes;Household;Non-Consumable
772;Cormorant Scented Tissue;18;Paper Products;Paper Wipes;Household;Non-Consumable
773;Cormorant Toilet Paper;18;Paper Products;Paper Wipes;Household;Non-Consumable
774;Cormorant Tissues;18;Paper Products;Paper Wipes;Household;Non-Consumable
775;Cormorant Scented Toilet Tissue;18;Paper Products;Paper Wipes;Household;Non-Consumable
776;Cormorant Room Freshener;20;Cleaning Supplies;Deodorizers;Household;Non-Consumable
777;Cormorant Frying Pan;40;Kitchen Products;Pots and Pans;Household;Non-Consumable
778;Cormorant Copper Cleaner;87;Kitchen Products;Pot Cleaners;Household;Non-Consumable
779;Cormorant Bees Wax Candles;47;Candles;Candles;Household;Non-Consumable
780;Cormorant Silver Cleaner;87;Kitchen Products;Pot Cleaners;Household;Non-Consumable
781;Cormorant Copper Pot Scrubber;86;Kitchen Products;Pot Scrubbers;Household;Non-Consumable
782;Cormorant Economy Toilet Brush;85;Bathroom Products;Toilet Brushes;Household;Non-Consumable
783;Cormorant Scissors;41;Hardware;Tools;Household;Non-Consumable
784;Cormorant Large Sponge;42;Kitchen Products;Sponges;Household;Non-Consumable
785;Cormorant Screw Driver;41;Hardware;Tools;Household;Non-Consumable
786;Footnote Extra Lean Hamburger;65;Meat;Hamburger;Meat;Food
787;Footnote Seasoned Hamburger;65;Meat;Hamburger;Meat;Food
788;Excel Monthly Sports Magazine;104;Magazines;Sports Magazines;Periodicals;Non-Consumable
789;Excel Monthly Auto Magazine;108;Magazines;Auto Magazines;Periodicals;Non-Consumable
790;Excel Monthly Computer Magazine;107;Magazines;Computer Magazines;Periodicals;Non-Consumable
791;Excel Monthly Home Magazine;105;Magazines;Home Magazines;Periodicals;Non-Consumable
792;Excel Monthly Fashion Magazine;106;Magazines;Fashion Magazines;Periodicals;Non-Consumable
793;Ebony Summer Squash;61;Vegetables;Fresh Vegetables;Produce;Food
794;Ebony Corn on the Cob;61;Vegetables;Fresh Vegetables;Produce;Food
795;Ebony Asparagus;61;Vegetables;Fresh Vegetables;Produce;Food
796;Ebony Sweet Peas;61;Vegetables;Fresh Vegetables;Produce;Food
797;Ebony New Potatos;61;Vegetables;Fresh Vegetables;Produce;Food
798;Ebony Beets;61;Vegetables;Fresh Vegetables;Produce;Food
799;Ebony Prepared Salad;61;Vegetables;Fresh Vegetables;Produce;Food
800;Ebony Onions;61;Vegetables;Fresh Vegetables;Produce;Food
801;Ebony Green Pepper;61;Vegetables;Fresh Vegetables;Produce;Food
802;Ebony Shitake Mushrooms;61;Vegetables;Fresh Vegetables;Produce;Food
803;Ebony Lettuce;61;Vegetables;Fresh Vegetables;Produce;Food
804;Ebony Elephant Garlic;61;Vegetables;Fresh Vegetables;Produce;Food
805;Ebony Red Pepper;61;Vegetables;Fresh Vegetables;Produce;Food
806;Ebony Garlic;61;Vegetables;Fresh Vegetables;Produce;Food
807;Ebony Potatos;61;Vegetables;Fresh Vegetables;Produce;Food
808;Ebony Cauliflower;61;Vegetables;Fresh Vegetables;Produce;Food
809;Ebony Tomatos;61;Vegetables;Fresh Vegetables;Produce;Food
810;Ebony Mushrooms;61;Vegetables;Fresh Vegetables;Produce;Food
811;Ebony Baby Onion;61;Vegetables;Fresh Vegetables;Produce;Food
812;Ebony Dried Mushrooms;61;Vegetables;Fresh Vegetables;Produce;Food
813;Ebony Fresh Lima Beans;61;Vegetables;Fresh Vegetables;Produce;Food
814;Ebony Squash;61;Vegetables;Fresh Vegetables;Produce;Food
815;Ebony Limes;99;Fruit;Fresh Fruit;Produce;Food
816;Ebony Firm Tofu;67;Packaged Vegetables;Tofu;Produce;Food
817;Ebony Almonds;1;Specialty;Nuts;Produce;Food
818;Ebony Macintosh Apples;99;Fruit;Fresh Fruit;Produce;Food
819;Ebony Golden Delcious Apples;99;Fruit;Fresh Fruit;Produce;Food
820;Ebony Red Delcious Apples;99;Fruit;Fresh Fruit;Produce;Food
821;Ebony Lemons;99;Fruit;Fresh Fruit;Produce;Food
822;Ebony Fancy Plums;99;Fruit;Fresh Fruit;Produce;Food
823;Ebony Plums;99;Fruit;Fresh Fruit;Produce;Food
824;Ebony Peaches;99;Fruit;Fresh Fruit;Produce;Food
825;Ebony Broccoli;61;Vegetables;Fresh Vegetables;Produce;Food
826;Ebony Mandarin Oranges;99;Fruit;Fresh Fruit;Produce;Food
827;Ebony Mixed Nuts;1;Specialty;Nuts;Produce;Food
828;Ebony Canned Peanuts;1;Specialty;Nuts;Produce;Food
829;Ebony Sweet Onion;61;Vegetables;Fresh Vegetables;Produce;Food
830;Ebony Cantelope;99;Fruit;Fresh Fruit;Produce;Food
831;Ebony Honey Dew;99;Fruit;Fresh Fruit;Produce;Food
832;Ebony Fuji Apples;99;Fruit;Fresh Fruit;Produce;Food
833;Ebony Walnuts;1;Specialty;Nuts;Produce;Food
834;Ebony Oranges;99;Fruit;Fresh Fruit;Produce;Food
835;Ebony Tangerines;99;Fruit;Fresh Fruit;Produce;Food
836;Ebony Party Nuts;1;Specialty;Nuts;Produce;Food
837;Curlew Lox;24;Seafood;Fresh Fish;Seafood;Food
838;Curlew Scallops;2;Seafood;Shellfish;Seafood;Food
839;Nationeel Low Fat Cookies;45;Snack Foods;Cookies;Snack Foods;Food
840;Nationeel BBQ Potato Chips;12;Snack Foods;Chips;Snack Foods;Food
841;Nationeel Corn Chips;12;Snack Foods;Chips;Snack Foods;Food
842;Nationeel Low Fat BBQ Chips;12;Snack Foods;Chips;Snack Foods;Food
843;Nationeel Sugar Cookies;45;Snack Foods;Cookies;Snack Foods;Food
844;Nationeel Chocolate Chip Cookies;45;Snack Foods;Cookies;Snack Foods;Food
845;Nationeel Fudge Cookies;45;Snack Foods;Cookies;Snack Foods;Food
846;Nationeel Fudge Brownies;45;Snack Foods;Cookies;Snack Foods;Food
847;Nationeel Potato Chips;12;Snack Foods;Chips;Snack Foods;Food
848;Nationeel Lemon Cookies;45;Snack Foods;Cookies;Snack Foods;Food
849;Nationeel Graham Crackers;45;Snack Foods;Cookies;Snack Foods;Food
850;Nationeel Cheese Crackers;82;Snack Foods;Crackers;Snack Foods;Food
851;Nationeel Buttered Popcorn;54;Snack Foods;Popcorn;Snack Foods;Food
852;Nationeel No Salt Popcorn;54;Snack Foods;Popcorn;Snack Foods;Food
853;Nationeel Low Fat Popcorn;54;Snack Foods;Popcorn;Snack Foods;Food
854;Nationeel Salsa Dip;83;Snack Foods;Dips;Snack Foods;Food
855;Nationeel Avocado Dip;83;Snack Foods;Dips;Snack Foods;Food
856;Nationeel Salted Pretzels;46;Snack Foods;Pretzels;Snack Foods;Food
857;Nationeel Cheese Dip;83;Snack Foods;Dips;Snack Foods;Food
858;Nationeel Fondue Mix;83;Snack Foods;Dips;Snack Foods;Food
859;Nationeel Mini Donuts;84;Snack Foods;Donuts;Snack Foods;Food
860;Nationeel Beef Jerky;17;Snack Foods;Dried Meat;Snack Foods;Food
861;Nationeel Chocolate Donuts;84;Snack Foods;Donuts;Snack Foods;Food
862;Nationeel Low Fat Chips;12;Snack Foods;Chips;Snack Foods;Food
863;Nationeel Sesame Crackers;82;Snack Foods;Crackers;Snack Foods;Food
864;Nationeel Frosted Cookies;45;Snack Foods;Cookies;Snack Foods;Food
865;Nationeel Dried Apples;109;Snack Foods;Dried Fruit;Snack Foods;Food
866;Nationeel Apple Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
867;Nationeel Strawberry Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
868;Nationeel Raspberry Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
869;Nationeel Grape Fruit Roll;109;Snack Foods;Dried Fruit;Snack Foods;Food
870;Nationeel Dried Dates;109;Snack Foods;Dried Fruit;Snack Foods;Food
871;Nationeel Raisins;109;Snack Foods;Dried Fruit;Snack Foods;Food
872;Nationeel Golden Raisins;109;Snack Foods;Dried Fruit;Snack Foods;Food
873;Nationeel Dried Apricots;109;Snack Foods;Dried Fruit;Snack Foods;Food
874;Nationeel Frosted Donuts;84;Snack Foods;Donuts;Snack Foods;Food
875;Thresher Tasty Candy Bar;36;Candy;Chocolate Candy;Snacks;Food
876;Thresher Mint Chocolate Bar;36;Candy;Chocolate Candy;Snacks;Food
877;Thresher Malted Milk Balls;36;Candy;Chocolate Candy;Snacks;Food
878;Thresher Semi-Sweet Chocolate Bar;36;Candy;Chocolate Candy;Snacks;Food
879;Thresher Bubble Gum;37;Candy;Gum;Snacks;Food
880;Thresher Spicy Mints;38;Candy;Hard Candy;Snacks;Food
881;Thresher Mints;38;Candy;Hard Candy;Snacks;Food
882;Thresher White Chocolate Bar;36;Candy;Chocolate Candy;Snacks;Food
883;Monarch Ravioli;5;Starchy Foods;Pasta;Starchy Foods;Food
884;Monarch Manicotti;5;Starchy Foods;Pasta;Starchy Foods;Food
885;Monarch Spaghetti;5;Starchy Foods;Pasta;Starchy Foods;Food
886;Monarch Thai Rice;57;Starchy Foods;Rice;Starchy Foods;Food
887;Monarch Rice Medly;57;Starchy Foods;Rice;Starchy Foods;Food
888;Discover Ravioli;5;Starchy Foods;Pasta;Starchy Foods;Food
889;Discover Manicotti;5;Starchy Foods;Pasta;Starchy Foods;Food
890;Discover Spaghetti;5;Starchy Foods;Pasta;Starchy Foods;Food
891;Discover Thai Rice;57;Starchy Foods;Rice;Starchy Foods;Food
892;Discover Rice Medly;57;Starchy Foods;Rice;Starchy Foods;Food
893;Pearl Imported Beer;43;Beer and Wine;Beer;Alcoholic Beverages;Drink
894;Pearl Light Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
895;Pearl Chardonnay Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
896;Pearl Chablis Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
897;Pearl Merlot Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
898;Pearl Chardonnay;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
899;Pearl White Zinfandel Wine;44;Beer and Wine;Wine;Alcoholic Beverages;Drink
900;Pearl Light Beer;43;Beer and Wine;Beer;Alcoholic Beverages;Drink
901;Fantastic Pumpernickel Bread;27;Bread;Sliced Bread;Baked Goods;Food
902;Fantastic White Bread;27;Bread;Sliced Bread;Baked Goods;Food
903;Fantastic Rye Bread;27;Bread;Sliced Bread;Baked Goods;Food
904;Fantastic English Muffins;26;Bread;Muffins;Baked Goods;Food
905;Fantastic Cranberry Muffins;26;Bread;Muffins;Baked Goods;Food
906;Fantastic Muffins;26;Bread;Muffins;Baked Goods;Food
907;Fantastic Bagels;25;Bread;Bagels;Baked Goods;Food
908;Fantastic Blueberry Muffins;26;Bread;Muffins;Baked Goods;Food
909;Fantastic Wheat Bread;27;Bread;Sliced Bread;Baked Goods;Food
910;BBB Best Sesame Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
911;BBB Best Chunky Peanut Butter;53;Jams and Jellies;Peanut Butter;Baking Goods;Food
912;BBB Best Hot Chocolate;51;Hot Beverages;Chocolate;Beverages;Drink
913;BBB Best Brown Sugar;50;Baking Goods;Sugar;Baking Goods;Food
914;BBB Best White Sugar;50;Baking Goods;Sugar;Baking Goods;Food
915;BBB Best French Roast Coffee;90;Hot Beverages;Coffee;Beverages;Drink
916;BBB Best Decaf Coffee;90;Hot Beverages;Coffee;Beverages;Drink
917;BBB Best Regular Coffee;90;Hot Beverages;Coffee;Beverages;Drink
918;BBB Best Vegetable Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
919;BBB Best Corn Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
920;BBB Best Tomato Sauce;48;Baking Goods;Sauces;Baking Goods;Food
921;BBB Best Canola Oil;49;Baking Goods;Cooking Oil;Baking Goods;Food
922;BBB Best Grape Preserves;33;Jams and Jellies;Preserves;Baking Goods;Food
923;BBB Best Columbian Coffee;90;Hot Beverages;Coffee;Beverages;Drink
924;BBB Best Strawberry Jelly;31;Jams and Jellies;Jelly;Baking Goods;Food
925;BBB Best Pepper;4;Baking Goods;Spices;Baking Goods;Food
926;BBB Best Low Fat Apple Butter;33;Jams and Jellies;Preserves;Baking Goods;Food
927;BBB Best Salt;4;Baking Goods;Spices;Baking Goods;Food
928;BBB Best Apple Butter;33;Jams and Jellies;Preserves;Baking Goods;Food
929;BBB Best Oregano;4;Baking Goods;Spices;Baking Goods;Food
930;BBB Best Apple Jelly;31;Jams and Jellies;Jelly;Baking Goods;Food
931;BBB Best Grape Jam;32;Jams and Jellies;Jam;Baking Goods;Food
932;BBB Best Apple Jam;32;Jams and Jellies;Jam;Baking Goods;Food
933;BBB Best Strawberry Jam;32;Jams and Jellies;Jam;Baking Goods;Food
934;BBB Best Creamy Peanut Butter;53;Jams and Jellies;Peanut Butter;Baking Goods;Food
935;BBB Best Strawberry Preserves;33;Jams and Jellies;Preserves;Baking Goods;Food
936;BBB Best Extra Chunky Peanut Butter;53;Jams and Jellies;Peanut Butter;Baking Goods;Food
937;BBB Best Apple Preserves;33;Jams and Jellies;Preserves;Baking Goods;Food
938;BBB Best Grape Jelly;31;Jams and Jellies;Jelly;Baking Goods;Food
939;Fabulous Berry Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
940;Fabulous Mango Drink;52;Drinks;Flavored Drinks;Beverages;Drink
941;Fabulous Strawberry Drink;52;Drinks;Flavored Drinks;Beverages;Drink
942;Fabulous Cream Soda;19;Carbonated Beverages;Soda;Beverages;Drink
943;Fabulous Diet Soda;19;Carbonated Beverages;Soda;Beverages;Drink
944;Fabulous Cola;19;Carbonated Beverages;Soda;Beverages;Drink
945;Fabulous Diet Cola;19;Carbonated Beverages;Soda;Beverages;Drink
946;Fabulous Orange Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
947;Fabulous Cranberry Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
948;Fabulous Apple Juice;30;Pure Juice Beverages;Juice;Beverages;Drink
949;Fabulous Apple Drink;52;Drinks;Flavored Drinks;Beverages;Drink
950;Special Oatmeal;35;Breakfast Foods;Cereal;Breakfast Foods;Food
951;Special Corn Puffs;35;Breakfast Foods;Cereal;Breakfast Foods;Food
952;Special Wheat Puffs;35;Breakfast Foods;Cereal;Breakfast Foods;Food
953;Special Grits;35;Breakfast Foods;Cereal;Breakfast Foods;Food
954;Just Right Canned Beets;62;Vegetables;Canned Vegetables;Canned Foods;Food
955;Just Right Creamed Corn;62;Vegetables;Canned Vegetables;Canned Foods;Food
956;Just Right Canned String Beans;62;Vegetables;Canned Vegetables;Canned Foods;Food
957;Just Right Chicken Soup;58;Canned Soup;Soup;Canned Foods;Food
958;Just Right Canned Yams;62;Vegetables;Canned Vegetables;Canned Foods;Food
959;Just Right Vegetable Soup;58;Canned Soup;Soup;Canned Foods;Food
960;Just Right Canned Tomatos;62;Vegetables;Canned Vegetables;Canned Foods;Food
961;Just Right Noodle Soup;58;Canned Soup;Soup;Canned Foods;Food
962;Just Right Regular Ramen Soup;58;Canned Soup;Soup;Canned Foods;Food
963;Just Right Chicken Noodle Soup;58;Canned Soup;Soup;Canned Foods;Food
964;Just Right Turkey Noodle Soup;58;Canned Soup;Soup;Canned Foods;Food
965;Just Right Beef Soup;58;Canned Soup;Soup;Canned Foods;Food
966;Just Right Canned Peas;62;Vegetables;Canned Vegetables;Canned Foods;Food
967;Just Right Chicken Ramen Soup;58;Canned Soup;Soup;Canned Foods;Food
968;Just Right Canned Tuna in Water;93;Canned Tuna;Tuna;Canned Foods;Food
969;Just Right Canned Tuna in Oil;93;Canned Tuna;Tuna;Canned Foods;Food
970;Just Right Large Canned Shrimp;94;Canned Shrimp;Shrimp;Canned Foods;Food
971;Just Right Fancy Canned Anchovies;95;Canned Anchovies;Anchovies;Canned Foods;Food
972;Just Right Fancy Canned Clams;96;Canned Clams;Clams;Canned Foods;Food
973;Just Right Fancy Canned Oysters;97;Canned Oysters;Oysters;Canned Foods;Food
974;Just Right Fancy Canned Sardines;98;Canned Sardines;Sardines;Canned Foods;Food
975;Just Right Rice Soup;58;Canned Soup;Soup;Canned Foods;Food
976;Big City Canned Mixed Fruit;3;Fruit;Canned Fruit;Canned Products;Food
977;Big City Canned Peaches;3;Fruit;Canned Fruit;Canned Products;Food
978;Symphony Rosy Sunglasses;89;Specialty;Sunglasses;Carousel;Non-Consumable
979;James Bay Eyeglass Screwdriver;103;Hardware;Screwdrivers;Checkout;Non-Consumable
980;James Bay City Map;102;Miscellaneous;Maps;Checkout;Non-Consumable
981;Even Better Low Fat Cottage Cheese;15;Dairy;Cottage Cheese;Dairy;Food
982;Even Better Low Fat Sour Cream;14;Dairy;Sour Cream;Dairy;Food
983;Even Better Sour Cream;14;Dairy;Sour Cream;Dairy;Food
984;Even Better Jack Cheese;11;Dairy;Cheese;Dairy;Food
985;Even Better Muenster Cheese;11;Dairy;Cheese;Dairy;Food
986;Even Better String Cheese;11;Dairy;Cheese;Dairy;Food
987;Even Better Low Fat String Cheese;11;Dairy;Cheese;Dairy;Food
988;Even Better Havarti Cheese;11;Dairy;Cheese;Dairy;Food
989;Even Better Head Cheese;11;Dairy;Cheese;Dairy;Food
990;Even Better Cheese Spread;11;Dairy;Cheese;Dairy;Food
991;Even Better Sharp Cheddar Cheese;11;Dairy;Cheese;Dairy;Food
992;Even Better Mild Cheddar Cheese;11;Dairy;Cheese;Dairy;Food
993;Even Better Large Curd Cottage Cheese;15;Dairy;Cottage Cheese;Dairy;Food
994;Even Better 2% Milk;76;Dairy;Milk;Dairy;Drink
995;Even Better Buttermilk;76;Dairy;Milk;Dairy;Drink
996;Even Better Chocolate Milk;76;Dairy;Milk;Dairy;Drink
997;Even Better 1% Milk;76;Dairy;Milk;Dairy;Drink
998;Even Better Whole Milk;76;Dairy;Milk;Dairy;Drink
999;Even Better Strawberry Yogurt;6;Dairy;Yogurt;Dairy;Food
1000;Even Better Blueberry Yogurt;6;Dairy;Yogurt;Dairy;Food
1001;American Chicken Hot Dogs;81;Meat;Hot Dogs;Deli;Food
1002;American Pimento Loaf;91;Meat;Bologna;Deli;Food
1003;American Beef Bologna;91;Meat;Bologna;Deli;Food
1004;American Low Fat Bologna;91;Meat;Bologna;Deli;Food
1005;American Turkey Hot Dogs;81;Meat;Hot Dogs;Deli;Food
1006;American Foot-Long Hot Dogs;81;Meat;Hot Dogs;Deli;Food
1007;American Low Fat Cole Slaw;16;Side Dishes;Deli Salads;Deli;Food
1008;American Cole Slaw;16;Side Dishes;Deli Salads;Deli;Food
1009;American Roasted Chicken;77;Meat;Fresh Chicken;Deli;Food
1010;American Corned Beef;8;Meat;Deli Meats;Deli;Food
1011;American Sliced Turkey;8;Meat;Deli Meats;Deli;Food
1012;American Sliced Ham;8;Meat;Deli Meats;Deli;Food
1013;American Potato Salad;16;Side Dishes;Deli Salads;Deli;Food
1014;American Sliced Chicken;8;Meat;Deli Meats;Deli;Food
1015;National Small Brown Eggs;66;Eggs;Eggs;Eggs;Food
1016;National Large Brown Eggs;66;Eggs;Eggs;Eggs;Food
1017;National Small Eggs;66;Eggs;Eggs;Eggs;Food
1018;National Large Eggs;66;Eggs;Eggs;Eggs;Food
1019;National Egg Substitute;66;Eggs;Eggs;Eggs;Food
1020;PigTail Low Fat Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
1021;PigTail Orange Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
1022;PigTail Frozen Chicken Breast;100;Meat;Frozen Chicken;Frozen Foods;Food
1023;PigTail Frozen Pancakes;29;Breakfast Foods;Pancakes;Frozen Foods;Food
1024;PigTail Low Fat French Fries;63;Vegetables;French Fries;Frozen Foods;Food
1025;PigTail Frozen Sausage Pizza;64;Pizza;Pizza;Frozen Foods;Food
1026;PigTail Blueberry Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
1027;PigTail Fajita French Fries;63;Vegetables;French Fries;Frozen Foods;Food
1028;PigTail Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
1029;PigTail Frozen Pepperoni Pizza;64;Pizza;Pizza;Frozen Foods;Food
1030;PigTail Frozen Cheese Pizza;64;Pizza;Pizza;Frozen Foods;Food
1031;PigTail Frozen Mushroom Pizza;64;Pizza;Pizza;Frozen Foods;Food
1032;PigTail Apple Cinnamon Waffles;34;Breakfast Foods;Waffles;Frozen Foods;Food
1033;PigTail Frozen Carrots;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
1034;PigTail Turkey TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
1035;PigTail Chicken TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
1036;PigTail Beef TV Dinner;10;Frozen Entrees;TV Dinner;Frozen Foods;Food
1037;PigTail Pancake Mix;28;Breakfast Foods;Pancake Mix;Frozen Foods;Food
1038;PigTail Grape Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
1039;PigTail Home Style French Fries;63;Vegetables;French Fries;Frozen Foods;Food
1040;PigTail Lime Popsicles;110;Frozen Desserts;Popsicles;Frozen Foods;Food
1041;PigTail Ice Cream;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
1042;PigTail Ice Cream Sandwich;9;Frozen Desserts;Ice Cream;Frozen Foods;Food
1043;PigTail Frozen Cauliflower;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
1044;PigTail Frozen Broccoli;60;Vegetables;Frozen Vegetables;Frozen Foods;Food
